Regiao,Estado,Mês,RADIACAO GLOBAL (Kj/m²),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),Temp_Media,Ano
CO,DF,1,1459.351519468186,0.2606989247311828,22.353682795698923,21.002688172043012,21.67818548387097,2022
CO,DF,2,1413.1208310552215,0.3174925373134328,22.247791044776122,20.990328358208956,21.61905970149254,2022
CO,DF,3,1598.0070932539682,0.1313978494623656,23.143682795698926,21.557096774193546,22.350389784946238,2022
CO,DF,4,1641.091585233442,0.04855555555555556,23.221972222222224,21.65061111111111,22.43629166666667,2022
CO,DF,5,1518.9641630901287,0.015326700726001613,20.59513310029578,18.974428609841354,19.78478085506857,2022
CO,DF,6,1517.3115063924402,0.0,20.712781328146708,18.97379827729925,19.84328980272298,2022
CO,DF,7,1609.7272335844996,0.0,20.398466092572658,18.669321851453173,19.533893972012915,2022
CO,DF,8,1684.1732409381664,5.377789728421619e-05,22.347297660661468,20.568943264318364,21.458120462489916,2022
CO,DF,9,1668.7175166297118,0.05637087599544937,24.134064994298747,22.408095781071836,23.27108038768529,2022
CO,DF,10,1547.2795585412669,0.05719801434087148,24.730711920529803,23.096578366445915,23.91364514348786,2022
CO,DF,11,1373.0659420289855,0.4693562741026402,21.97657363420428,20.53669833729216,21.25663598574822,2022
CO,DF,12,1205.9972773419474,0.48881317433276544,21.76413969335605,20.576717773992048,21.17042873367405,2022
CO,GO,1,1298.336400066789,0.37343433138494575,24.493657922120597,23.210367490004927,23.852012706062762,2022
CO,GO,2,1294.3318559034326,0.34747340425531914,24.560861606053212,23.32052721503539,23.940694410544303,2022
CO,GO,3,1383.8807374282821,0.20489962572303502,25.262850681169567,23.878353346615693,24.570602013892632,2022
CO,GO,4,1373.822621027751,0.06978092424326886,25.252741304464333,23.744852350072353,24.498796827268343,2022
CO,GO,5,1223.8794620390456,0.015303971899486625,22.295801725033773,20.70045204198275,21.498126883508263,2022
CO,GO,6,1136.2019274479499,0.00721015514809591,22.572890025575447,20.933139250149644,21.753014637862545,2022
CO,GO,7,1277.7531615020755,0.0004239284032030146,23.100390602561895,21.248624274800388,22.17450743868114,2022
