Regiao,Estado,Mês,RADIACAO GLOBAL (Kj/m²),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),Ano
NE,PB,1,1289.6998862990336,0.2237235488254708,27.020112599495246,25.85921180353329,2025
NE,PB,2,1374.573364779874,0.2038140132847654,26.548393316195373,25.362510711225365,2025
NE,PB,3,1389.328817811226,0.21319901315789475,26.769113715813283,25.601665638494755,2025
NE,PB,4,1431.8601773648647,0.07259767687434002,27.35286506469501,26.109928703459204,2025
NE,PE,1,1519.142011976048,0.1992233009708738,26.917789830508475,25.680583050847456,2025
NE,PE,2,1699.1057035243477,0.04754555198285102,26.551601316970967,25.277671355881473,2025
NE,PE,3,1669.6710810132931,0.043769441903019214,27.170937011232763,25.83293047063842,2025
NE,PE,4,1640.6235038084874,0.0890218814288386,26.967738956441433,25.6322148684008,2025
NE,PI,1,1185.3998310032264,0.34014737991266375,26.820631018233968,25.636631837738168,2025
NE,PI,2,1435.4635819045652,0.17343834872351982,27.839839747799818,26.490240378300278,2025
NE,PI,3,1366.1472888720953,0.1865700861393892,27.636464154083935,26.321828557840924,2025
NE,PI,4,1435.4081620435043,0.1390728476821192,28.164016583343496,26.758200219485428,2025
NE,RN,1,1195.3015934065934,0.16379310344827586,29.364585777986388,28.142806852851443,2025
NE,RN,2,1207.7037295330504,0.12370088719898606,28.832647496281606,27.5878284581061,2025
NE,RN,3,1159.0047991071428,0.2411164787976382,28.384074994352837,27.215089225208946,2025
NE,RN,4,1184.187559274756,0.11346444780635401,28.944141749723144,27.749280177187153,2025
NE,SE,1,1809.1360755636806,0.15732855221873598,27.712813620071685,26.485528673835123,2025
NE,SE,2,1745.5500673854447,0.09935419771485346,27.29513406156902,25.99826216484608,2025
NE,SE,3,1766.2711491442544,0.08590664272890484,27.43718459495352,26.189243027888445,2025
NE,SE,4,1741.695486111111,0.08346456692913386,27.633125,26.41027777777778,2025
S,PR,1,1372.7336978131214,0.20902345302769312,24.235084060169385,22.806503602578687,2025
S,PR,2,1361.6132157046038,0.22568585028126353,24.977356370276723,23.591951116729877,2025
S,PR,3,1377.230639948287,0.11307833057419185,24.238731074260997,22.838514780100937,2025
S,PR,4,933.1798785117692,0.13579054869557144,20.522222222222222,19.44075168225833,2025
S,RS,1,1566.1865325480794,0.10356828492111855,24.38429336684082,22.93300376959196,2025
S,RS,2,1433.5169874167282,0.166175300314525,25.789086975980904,24.402592122930034,2025
S,RS,3,1300.3187150031752,0.10219772742736613,23.789184177997527,22.470374948496083,2025
S,RS,4,991.2142466110532,0.14441978667048466,18.548590747069415,17.398765295998235,2025
S,SC,1,1352.394358753101,0.21314219423268146,22.944978233830845,21.700038868159204,2025
S,SC,2,1369.6720711431885,0.23772443403590943,24.361051615168538,23.114299508426964,2025
S,SC,3,1308.4278879959818,0.10087726769440424,22.874810758576263,21.63431309389596,2025
S,SC,4,923.1616104628799,0.14565796483750668,18.992570614763828,17.955930057757733,2025
SE,ES,1,1227.0149219765929,0.25527272727272726,26.054925576639018,24.890296557209407,2025
SE,ES,2,1552.1197177726926,0.03828233219997482,27.21123001384867,25.71134474943339,2025
SE,ES,3,1286.838405036726,0.16801796743402583,26.0309342016618,24.766045362676845,2025
SE,ES,4,927.3512493259033,0.19550040589122114,24.38894816189261,23.331659515249914,2025
SE,MG,1,1366.4557855285816,0.33646750500011496,24.501156327860475,23.194846568282973,2025
SE,MG,2,1637.3530359499962,0.0807490027693793,25.39097795497186,23.848621013133208,2025
SE,MG,3,1506.8233768615655,0.13444370419720186,25.218513565150936,23.717133698467286,2025
SE,MG,4,1248.2967494671257,0.14508557810356035,23.730981740842136,22.470889426884177,2025
SE,RJ,1,1295.3331341236408,0.19901840490797545,25.81279593034631,24.62568968890628,2025
SE,RJ,2,1502.786293497925,0.023545973179225015,27.18944046521523,25.764740089355364,2025
SE,RJ,3,1213.9611465583912,0.12466024541496239,25.576312637882133,24.41393003466751,2025
SE,RJ,4,907.9084822345452,0.32389690432833734,23.15846410684474,22.20862771285476,2025
SE,SP,1,1362.4538504620555,0.24586277638477316,25.10757556103256,23.721870540926187,2025
SE,SP,2,1407.2926399076898,0.2579427083333333,25.872011224539165,24.47181769800184,2025
SE,SP,3,1369.1571616192832,0.1387400347659294,25.302424968881105,23.914434558111658,2025
SE,SP,4,1060.5794575879977,0.1755729619959385,22.540450490815036,21.422630442751824,2025
